Sample in Buffer,Sample in Window,TRIGGER,adc2_data_b_d0[11:0],adc2_data_a_d0[11:0]
4411,4411,0,1054,2049
4412,4412,0,1619,2049
4413,4413,0,2218,2049
4414,4414,0,2804,2050
4415,4415,0,3328,2050
4416,4416,0,3746,2049
4417,4417,0,4025,2049
4418,4418,0,4095,2049
4419,4419,0,4086,2050
4420,4420,0,3861,2049
4421,4421,0,3490,2049
4422,4422,0,2998,2049
4423,4423,0,2430,2049
4424,4424,0,1829,2049
4425,4425,0,1246,2049
4426,4426,0,729,2049
4427,4427,0,321,2049
4428,4428,0,53,2049
4429,4429,0,0,2049
4430,4430,0,17,2049
4431,4431,0,252,2049
4432,4432,0,634,2050
4433,4433,0,1133,2050
4434,4434,0,1705,2049
4435,4435,0,2306,2049
4436,4436,0,2886,2049
4437,4437,0,3396,2049
4438,4438,0,3796,2049
4439,4439,0,4052,2049
4440,4440,0,4095,2049
4441,4441,0,4062,2049
4442,4442,0,3816,2049
4443,4443,0,3423,2050
4444,4444,0,2919,2050
4445,4445,0,2342,2049
4446,4446,0,1741,2049
4447,4447,0,1165,2049
4448,4448,0,661,2049
4449,4449,0,272,2049
4450,4450,0,26,2049
4451,4451,0,0,2049
4452,4452,0,42,2050
4453,4453,0,299,2050
4454,4454,0,701,2050
4455,4455,0,1213,2050
4456,4456,0,1793,2049
4457,4457,0,2394,2049
4458,4458,0,2966,2049
4459,4459,0,3463,2050
4460,4460,0,3844,2049
4461,4461,0,4077,2049
4462,4462,0,4095,2050
4463,4463,0,4037,2049
4464,4464,0,3766,2049
4465,4465,0,3356,2049
4466,4466,0,2838,2049
4467,4467,0,2254,2049
4468,4468,0,1654,2050
4469,4469,0,1086,2049
4470,4470,0,596,2049
4471,4471,0,226,2049
4472,4472,0,4,2049
4473,4473,0,0,2049
4474,4474,0,69,2050
4475,4475,0,350,2050
4476,4476,0,769,2048
4477,4477,0,1294,2049
4478,4478,0,1881,2049
4479,4479,0,2481,2049
4480,4480,0,3045,2049
4481,4481,0,3527,2049
4482,4482,0,3888,2049
4483,4483,0,4095,2049
4484,4484,0,4095,2049
4485,4485,0,4007,2050
4486,4486,0,3715,2049
4487,4487,0,3285,2049
4488,4488,0,2755,2049
4489,4489,0,2166,2048
4490,4490,0,1567,2049
4491,4491,0,1007,2049
4492,4492,0,533,2049
4493,4493,0,183,2049
4494,4494,0,0,2049
4495,4495,0,0,2049
4496,4496,0,101,2049
4497,4497,0,403,2049
4498,4498,0,842,2049
4499,4499,0,1377,2050
4500,4500,0,1969,2049
4501,4501,0,2567,2049
4502,4502,0,3122,2049
4503,4503,0,3589,2049
4504,4504,0,3929,2049
4505,4505,0,4095,2049
4506,4506,0,4095,2049
4507,4507,0,3974,2049
4508,4508,0,3659,2050
4509,4509,0,3213,2049
4510,4510,0,2671,2050
4511,4511,0,2078,2049
4512,4512,0,1482,2049
4513,4513,0,932,2049
4514,4514,0,474,2050
4515,4515,0,145,2049
4516,4516,0,0,2049
4517,4517,0,0,2049
4518,4518,0,136,2050
4519,4519,0,461,2049
4520,4520,0,915,2049
4521,4521,0,1463,2049
4522,4522,0,2058,2049
4523,4523,0,2652,2050
4524,4524,0,3197,2049
4525,4525,0,3647,2050
4526,4526,0,3965,2050
4527,4527,0,4095,2049
4528,4528,0,4095,2050
4529,4529,0,3937,2049
4530,4530,0,3601,2049
4531,4531,0,3139,2049
4532,4532,0,2587,2049
4533,4533,0,1989,2049
4534,4534,0,1397,2049
4535,4535,0,857,2049
4536,4536,0,417,2049
4537,4537,0,108,2048
4538,4538,0,0,2049
4539,4539,0,0,2049
4540,4540,0,174,2049
4541,4541,0,520,2049
4542,4542,0,991,2049
4543,4543,0,1548,2049
4544,4544,0,2146,2049
4545,4545,0,2737,2049
4546,4546,0,3270,2050
4547,4547,0,3703,2049
4548,4548,0,4000,2050
4549,4549,0,4095,2049
4550,4550,0,4095,2049
4551,4551,0,3898,2049
4552,4552,0,3541,2049
4553,4553,0,3062,2050
4554,4554,0,2501,2050
4555,4555,0,1901,2049
4556,4556,0,1313,2050
4557,4557,0,786,2050
4558,4558,0,362,2049
4559,4559,0,76,2050
4560,4560,0,0,2049
4561,4561,0,0,2049
4562,4562,0,216,2049
4563,4563,0,582,2049
4564,4564,0,1069,2049
4565,4565,0,1634,2049
4566,4566,0,2235,2049
4567,4567,0,2819,2050
4568,4568,0,3341,2049
4569,4569,0,3756,2049
4570,4570,0,4031,2049
4571,4571,0,4095,2049
4572,4572,0,4081,2050
4573,4573,0,3853,2049
4574,4574,0,3477,2049
4575,4575,0,2984,2049
4576,4576,0,2414,2048
4577,4577,0,1812,2049
4578,4578,0,1231,2049
4579,4579,0,717,2049
4580,4580,0,311,2050
4581,4581,0,47,2048
4582,4582,0,0,2049
4583,4583,0,21,2049
4584,4584,0,261,2050
4585,4585,0,646,2049
4586,4586,0,1147,2049
4587,4587,0,1721,2049
4588,4588,0,2323,2050
4589,4589,0,2901,2049
4590,4590,0,3409,2049
4591,4591,0,3806,2049
4592,4592,0,4057,2049
4593,4593,0,4095,2049
4594,4594,0,4058,2049
4595,4595,0,3807,2049
4596,4596,0,3412,2049
4597,4597,0,2904,2048
4598,4598,0,2326,2049
4599,4599,0,1725,2049
4600,4600,0,1150,2049
4601,4601,0,649,2049
4602,4602,0,262,2049
4603,4603,0,22,2049
4604,4604,0,0,2050
4605,4605,0,46,2049
4606,4606,0,309,2049
4607,4607,0,714,2049
4608,4608,0,1227,2049
4609,4609,0,1809,2049
4610,4610,0,2410,2049
4611,4611,0,2981,2049
4612,4612,0,3475,2050
4613,4613,0,3851,2049
4614,4614,0,4081,2049
4615,4615,0,4095,2049
4616,4616,0,4030,2049
4617,4617,0,3757,2050
4618,4618,0,3343,2049
4619,4619,0,2822,2049
4620,4620,0,2238,2049
4621,4621,0,1638,2049
4622,4622,0,1071,2049
4623,4623,0,584,2050
4624,4624,0,218,2049
4625,4625,0,1,2049
4626,4626,0,0,2049
4627,4627,0,75,2049
4628,4628,0,360,2049
4629,4629,0,783,2049
4630,4630,0,1309,2049
4631,4631,0,1897,2049
4632,4632,0,2497,2049
4633,4633,0,3059,2049
4634,4634,0,3539,2049
4635,4635,0,3896,2049
4636,4636,0,4095,2049
4637,4637,0,4095,2049
4638,4638,0,4000,2049
4639,4639,0,3704,2049
4640,4640,0,3272,2049
4641,4641,0,2740,2049
4642,4642,0,2150,2050
4643,4643,0,1551,2049
4644,4644,0,994,2049
4645,4645,0,523,2049
4646,4646,0,176,2049
4647,4647,0,0,2049
4648,4648,0,0,2049
4649,4649,0,107,2049
4650,4650,0,413,2049
4651,4651,0,855,2049
4652,4652,0,1394,2049
4653,4653,0,1986,2049
4654,4654,0,2583,2049
4655,4655,0,3136,2049
4656,4656,0,3599,2049
4657,4657,0,3935,2049
4658,4658,0,4095,2049
4659,4659,0,4095,2049
4660,4660,0,3967,2049
4661,4661,0,3649,2050
4662,4662,0,3200,2049
4663,4663,0,2655,2049
4664,4664,0,2061,2048
4665,4665,0,1466,2049
4666,4666,0,918,2050
4667,4667,0,463,2049
4668,4668,0,137,2049
4669,4669,0,0,2049
4670,4670,0,0,2049
4671,4671,0,142,2049
4672,4672,0,471,2048
4673,4673,0,930,2049
4674,4674,0,1478,2049
4675,4675,0,2075,2049
4676,4676,0,2668,2049
4677,4677,0,3211,2049
4678,4678,0,3658,2049
4679,4679,0,3972,2049
4680,4680,0,4095,2049
4681,4681,0,4095,2049
4682,4682,0,3929,2049
4683,4683,0,3591,2049
4684,4684,0,3124,2049
4685,4685,0,2570,2049
4686,4686,0,1973,2049
4687,4687,0,1382,2049
4688,4688,0,844,2050
4689,4689,0,406,2049
4690,4690,0,102,2050
4691,4691,0,0,2050
4692,4692,0,0,2049
4693,4693,0,181,2050
4694,4694,0,531,2050
4695,4695,0,1006,2049
4696,4696,0,1564,2049
4697,4697,0,2163,2049
4698,4698,0,2751,2049
4699,4699,0,3283,2049
4700,4700,0,3713,2049
4701,4701,0,4005,2049
4702,4702,0,4095,2049
4703,4703,0,4095,2049
4704,4704,0,3888,2049
4705,4705,0,3529,2049
4706,4706,0,3048,2049
4707,4707,0,2484,2049
4708,4708,0,1884,2049
4709,4709,0,1298,2050
4710,4710,0,773,2049
4711,4711,0,353,2049
4712,4712,0,70,2049
4713,4713,0,0,2049
4714,4714,0,4,2050
4715,4715,0,224,2049
4716,4716,0,594,2049
4717,4717,0,1083,2049
4718,4718,0,1651,2050
4719,4719,0,2252,2050
4720,4720,0,2835,2049
4721,4721,0,3354,2049
4722,4722,0,3766,2049
4723,4723,0,4035,2049
4724,4724,0,4095,2049
4725,4725,0,4077,2049
4726,4726,0,3845,2049
4727,4727,0,3465,2049
4728,4728,0,2968,2049
4729,4729,0,2398,2049
4730,4730,0,1796,2049
4731,4731,0,1216,2050
4732,4732,0,704,2050
4733,4733,0,302,2049
4734,4734,0,43,2049
4735,4735,0,0,2049
4736,4736,0,25,2049
4737,4737,0,269,2049
4738,4738,0,659,2049
4739,4739,0,1163,2050
4740,4740,0,1738,2050
4741,4741,0,2339,2049
4742,4742,0,2916,2049
4743,4743,0,3422,2049
4744,4744,0,3814,2049
4745,4745,0,4062,2050
4746,4746,0,4095,2049
4747,4747,0,4053,2049
4748,4748,0,3798,2050
4749,4749,0,3399,2049
4750,4750,0,2889,2049
4751,4751,0,2310,2049
4752,4752,0,1709,2049
4753,4753,0,1136,2049
4754,4754,0,637,2049
4755,4755,0,254,2049
4756,4756,0,18,2049
4757,4757,0,0,2049
4758,4758,0,52,2049
4759,4759,0,318,2050
4760,4760,0,727,2049
4761,4761,0,1243,2049
4762,4762,0,1826,2049
4763,4763,0,2427,2049
4764,4764,0,2995,2050
4765,4765,0,3487,2049
4766,4766,0,3861,2049
4767,4767,0,4085,2050
4768,4768,0,4095,2049
4769,4769,0,4025,2049
4770,4770,0,3748,2049
4771,4771,0,3330,2050
4772,4772,0,2807,2049
4773,4773,0,2221,2049
4774,4774,0,1622,2049
4775,4775,0,1057,2049
4776,4776,0,572,2049
4777,4777,0,209,2049
4778,4778,0,0,2049
4779,4779,0,0,2049
4780,4780,0,81,2049
4781,4781,0,370,2049
4782,4782,0,797,2049
4783,4783,0,1326,2049
4784,4784,0,1914,2049
4785,4785,0,2513,2049
4786,4786,0,3074,2049
4787,4787,0,3550,2049
4788,4788,0,3904,2050
4789,4789,0,4095,2049
4790,4790,0,4095,2050
4791,4791,0,3995,2049
4792,4792,0,3694,2049
4793,4793,0,3259,2049
4794,4794,0,2723,2049
4795,4795,0,2133,2049
4796,4796,0,1535,2050
4797,4797,0,979,2050
4798,4798,0,510,2050
4799,4799,0,168,2049
4800,4800,0,0,2049
4801,4801,0,0,2049
4802,4802,0,113,2050
4803,4803,0,425,2050
4804,4804,0,869,2049
4805,4805,0,1409,2050
4806,4806,0,2003,2049
4807,4807,0,2599,2050
4808,4808,0,3150,2050
4809,4809,0,3611,2050
4810,4810,0,3943,2050
4811,4811,0,4095,2049
4812,4812,0,4095,2049
4813,4813,0,3960,2049
4814,4814,0,3638,2049
4815,4815,0,3186,2049
4816,4816,0,2639,2049
4817,4817,0,2045,2049
4818,4818,0,1450,2050
4819,4819,0,904,2049
4820,4820,0,452,2049
4821,4821,0,131,2050
4822,4822,0,0,2049
4823,4823,0,0,2050
4824,4824,0,150,2049
4825,4825,0,482,2049
4826,4826,0,943,2049
4827,4827,0,1494,2049
4828,4828,0,2091,2049
4829,4829,0,2684,2049
4830,4830,0,3224,2049
4831,4831,0,3668,2049
4832,4832,0,3979,2049
4833,4833,0,4095,2049
4834,4834,0,4095,2049
4835,4835,0,3923,2048
4836,4836,0,3579,2049
4837,4837,0,3109,2049
4838,4838,0,2554,2049
4839,4839,0,1956,2049
4840,4840,0,1365,2049
4841,4841,0,831,2049
4842,4842,0,396,2049
4843,4843,0,96,2049
4844,4844,0,0,2050
4845,4845,0,0,2049
4846,4846,0,189,2049
4847,4847,0,543,2049
4848,4848,0,1019,2049
4849,4849,0,1580,2049
4850,4850,0,2179,2049
4851,4851,0,2768,2049
4852,4852,0,3296,2049
4853,4853,0,3723,2049
4854,4854,0,4011,2050
4855,4855,0,4095,2050
4856,4856,0,4094,2049
4857,4857,0,3881,2049
4858,4858,0,3518,2049
4859,4859,0,3033,2049
4860,4860,0,2467,2049
4861,4861,0,1868,2050
4862,4862,0,1283,2049
4863,4863,0,760,2049
4864,4864,0,342,2049
4865,4865,0,64,2049
4866,4866,0,0,2049
4867,4867,0,8,2049
4868,4868,0,232,2050
4869,4869,0,606,2049
4870,4870,0,1097,2049
4871,4871,0,1666,2049
4872,4872,0,2268,2049
4873,4873,0,2851,2048
4874,4874,0,3366,2049
4875,4875,0,3775,2050
4876,4876,0,4041,2049
4877,4877,0,4095,2049
4878,4878,0,4073,2049
4879,4879,0,3837,2049
4880,4880,0,3453,2049
4881,4881,0,2954,2049
4882,4882,0,2380,2049
4883,4883,0,1779,2049
4884,4884,0,1200,2049
4885,4885,0,692,2048
4886,4886,0,293,2048
4887,4887,0,38,2050
4888,4888,0,0,2049
4889,4889,0,30,2049
4890,4890,0,278,2049
4891,4891,0,671,2049
4892,4892,0,1177,2048
4893,4893,0,1755,2049
4894,4894,0,2356,2049
4895,4895,0,2931,2049
4896,4896,0,3434,2050
4897,4897,0,3823,2049
4898,4898,0,4066,2049
4899,4899,0,4095,2049
4900,4900,0,4049,2050
4901,4901,0,3788,2049
4902,4902,0,3386,2049
4903,4903,0,2873,2049
4904,4904,0,2293,2049
4905,4905,0,1692,2049
4906,4906,0,1121,2049
4907,4907,0,625,2049
4908,4908,0,245,2049
4909,4909,0,14,2049
4910,4910,0,0,2049
4911,4911,0,57,2049
4912,4912,0,327,2049
4913,4913,0,740,2050
4914,4914,0,1258,2049
4915,4915,0,1842,2050
4916,4916,0,2443,2048
4917,4917,0,3010,2049
4918,4918,0,3499,2049
4919,4919,0,3868,2049
4920,4920,0,4088,2049
4921,4921,0,4095,2050
4922,4922,0,4020,2049
4923,4923,0,3738,2049
4924,4924,0,3317,2049
4925,4925,0,2792,2050
4926,4926,0,2205,2048
4927,4927,0,1606,2049
4928,4928,0,1042,2049
4929,4929,0,561,2049
4930,4930,0,202,2049
4931,4931,0,0,2049
4932,4932,0,0,2049
4933,4933,0,86,2049
4934,4934,0,380,2050
4935,4935,0,810,2050
4936,4936,0,1341,2050
4937,4937,0,1930,2049
4938,4938,0,2529,2049
4939,4939,0,3088,2049
4940,4940,0,3562,2049
4941,4941,0,3912,2049
4942,4942,0,4095,2049
4943,4943,0,4095,2050
4944,4944,0,3988,2050
4945,4945,0,3684,2050
4946,4946,0,3245,2049
4947,4947,0,2708,2048
4948,4948,0,2117,2048
4949,4949,0,1519,2049
4950,4950,0,965,2049
4951,4951,0,500,2049
4952,4952,0,161,2050
4953,4953,0,0,2049
4954,4954,0,0,2049
4955,4955,0,119,2049
4956,4956,0,434,2049
4957,4957,0,882,2049
4958,4958,0,1425,2049
4959,4959,0,2019,2049
4960,4960,0,2614,2048
4961,4961,0,3164,2049
4962,4962,0,3622,2049
4963,4963,0,3950,2050
4964,4964,0,4095,2049
4965,4965,0,4095,2049
4966,4966,0,3954,2049
4967,4967,0,3627,2049
4968,4968,0,3171,2049
4969,4969,0,2624,2049
4970,4970,0,2028,2049
4971,4971,0,1434,2048
4972,4972,0,891,2049
4973,4973,0,442,2049
4974,4974,0,124,2049
4975,4975,0,0,2049
4976,4976,0,0,2050
4977,4977,0,157,2049
4978,4978,0,494,2049
4979,4979,0,957,2049
4980,4980,0,1510,2049
4981,4981,0,2107,2049
4982,4982,0,2699,2050
4983,4983,0,3238,2049
4984,4984,0,3678,2049
4985,4985,0,3985,2049
4986,4986,0,4095,2049
4987,4987,0,4095,2049
4988,4988,0,3915,2049
4989,4989,0,3568,2049
4990,4990,0,3096,2050
4991,4991,0,2538,2049
4992,4992,0,1939,2048
4993,4993,0,1350,2049
4994,4994,0,817,2049
4995,4995,0,385,2049
4996,4996,0,90,2049
4997,4997,0,0,2049
4998,4998,0,0,2049
4999,4999,0,197,2049
5000,5000,0,554,2050
5001,5001,0,1034,2050
5002,5002,0,1596,2049
5003,5003,0,2197,2050
5004,5004,0,2783,2049
5005,5005,0,3310,2049
5006,5006,0,3733,2049
5007,5007,0,4017,2050
5008,5008,0,4095,2049
5009,5009,0,4091,2049
5010,5010,0,3873,2049
5011,5011,0,3505,2049
5012,5012,0,3018,2049
5013,5013,0,2452,2049
5014,5014,0,1852,2049
5015,5015,0,1267,2049
5016,5016,0,747,2049
5017,5017,0,333,2049
5018,5018,0,60,2049
5019,5019,0,0,2048
5020,5020,0,11,2049
5021,5021,0,241,2049
5022,5022,0,617,2049
5023,5023,0,1113,2050
5024,5024,0,1683,2049
5025,5025,0,2285,2049
5026,5026,0,2866,2049
5027,5027,0,3379,2049
5028,5028,0,3784,2050
5029,5029,0,4046,2049
5030,5030,0,4095,2049
5031,5031,0,4068,2050
5032,5032,0,3827,2050
5033,5033,0,3440,2049
5034,5034,0,2939,2049
5035,5035,0,2364,2049
5036,5036,0,1764,2048
5037,5037,0,1186,2049
5038,5038,0,678,2049
5039,5039,0,284,2050
5040,5040,0,33,2049
5041,5041,0,0,2049
5042,5042,0,35,2049
5043,5043,0,287,2050
5044,5044,0,683,2049
5045,5045,0,1192,2049
5046,5046,0,1771,2049
5047,5047,0,2372,2049
5048,5048,0,2946,2049
5049,5049,0,3447,2049
5050,5050,0,3832,2049
5051,5051,0,4071,2049
5052,5052,0,4095,2048
5053,5053,0,4044,2050
5054,5054,0,3779,2049
5055,5055,0,3373,2049
5056,5056,0,2858,2049
5057,5057,0,2276,2049
5058,5058,0,1676,2049
5059,5059,0,1106,2049
5060,5060,0,612,2049
5061,5061,0,236,2050
5062,5062,0,10,2049
5063,5063,0,0,2049
5064,5064,0,62,2049
5065,5065,0,337,2049
5066,5066,0,752,2049
5067,5067,0,1274,2049
5068,5068,0,1858,2049
5069,5069,0,2459,2048
5070,5070,0,3025,2049
5071,5071,0,3511,2049
5072,5072,0,3877,2050
5073,5073,0,4092,2049
5074,5074,0,4095,2050
5075,5075,0,4014,2049
5076,5076,0,3728,2049
5077,5077,0,3304,2049
5078,5078,0,2776,2049
5079,5079,0,2188,2049
5080,5080,0,1590,2049
5081,5081,0,1028,2049
5082,5082,0,549,2049
5083,5083,0,194,2048
5084,5084,0,0,2050
5085,5085,0,0,2049
5086,5086,0,93,2049
5087,5087,0,390,2049
5088,5088,0,823,2049
5089,5089,0,1357,2048
5090,5090,0,1947,2049
5091,5091,0,2545,2049
5092,5092,0,3102,2049
5093,5093,0,3573,2049
5094,5094,0,3919,2049
5095,5095,0,4095,2049
5096,5096,0,4095,2049
5097,5097,0,3982,2049
5098,5098,0,3673,2049
5099,5099,0,3232,2050
5100,5100,0,2692,2049
5101,5101,0,2100,2049
5102,5102,0,1504,2048
5103,5103,0,950,2049
5104,5104,0,488,2049
5105,5105,0,154,2049
5106,5106,0,0,2049
5107,5107,0,0,2049
5108,5108,0,127,2050
5109,5109,0,446,2050
5110,5110,0,896,2049
5111,5111,0,1441,2049
5112,5112,0,2035,2049
5113,5113,0,2631,2050
5114,5114,0,3178,2050
5115,5115,0,3632,2049
5116,5116,0,3957,2049
5117,5117,0,4095,2049
5118,5118,0,4095,2049
5119,5119,0,3946,2049
5120,5120,0,3616,2049
5121,5121,0,3158,2049
5122,5122,0,2607,2049
5123,5123,0,2012,2049
5124,5124,0,1419,2049
5125,5125,0,877,2049
5126,5126,0,430,2049
5127,5127,0,117,2049
5128,5128,0,0,2050
5129,5129,0,0,2049
5130,5130,0,164,2050
5131,5131,0,505,2049
5132,5132,0,971,2049
5133,5133,0,1527,2049
5134,5134,0,2124,2048
5135,5135,0,2715,2049
5136,5136,0,3252,2049
5137,5137,0,3689,2050
5138,5138,0,3992,2050
5139,5139,0,4095,2048
5140,5140,0,4095,2049
5141,5141,0,3907,2049
5142,5142,0,3557,2048
5143,5143,0,3082,2049
5144,5144,0,2522,2049
5145,5145,0,1923,2048
5146,5146,0,1335,2048
5147,5147,0,804,2049
5148,5148,0,376,2050
5149,5149,0,83,2049
5150,5150,0,0,2049
5151,5151,0,0,2049
5152,5152,0,204,2049
5153,5153,0,566,2049
5154,5154,0,1048,2049
5155,5155,0,1613,2049
5156,5156,0,2212,2049
5157,5157,0,2798,2049
5158,5158,0,3323,2049
5159,5159,0,3743,2049
5160,5160,0,4023,2049
5161,5161,0,4095,2049
5162,5162,0,4086,2049
5163,5163,0,3864,2049
5164,5164,0,3493,2049
5165,5165,0,3003,2049
5166,5166,0,2435,2049
5167,5167,0,1835,2049
5168,5168,0,1252,2049
5169,5169,0,733,2049
5170,5170,0,324,2049
5171,5171,0,54,2049
5172,5172,0,0,2048
5173,5173,0,16,2049
5174,5174,0,249,2049
5175,5175,0,630,2049
5176,5176,0,1127,2049
5177,5177,0,1699,2049
5178,5178,0,2300,2050
5179,5179,0,2880,2049
5180,5180,0,3391,2049
5181,5181,0,3793,2049
5182,5182,0,4051,2050
5183,5183,0,4095,2049
5184,5184,0,4064,2049
5185,5185,0,3819,2049
5186,5186,0,3428,2049
5187,5187,0,2924,2049
5188,5188,0,2348,2049
5189,5189,0,1747,2049
5190,5190,0,1170,2050
5191,5191,0,666,2049
5192,5192,0,275,2049
5193,5193,0,28,2049
5194,5194,0,0,2049
5195,5195,0,41,2049
5196,5196,0,296,2049
5197,5197,0,696,2050
5198,5198,0,1208,2049
5199,5199,0,1787,2049
5200,5200,0,2388,2050
5201,5201,0,2961,2049
5202,5202,0,3459,2049
5203,5203,0,3840,2049
5204,5204,0,4075,2048
5205,5205,0,4095,2049
5206,5206,0,4038,2049
5207,5207,0,3770,2049
5208,5208,0,3361,2049
5209,5209,0,2843,2049
5210,5210,0,2260,2049
5211,5211,0,1660,2049
5212,5212,0,1091,2049
5213,5213,0,600,2049
5214,5214,0,229,2049
5215,5215,0,6,2049
5216,5216,0,0,2049
5217,5217,0,67,2049
5218,5218,0,346,2050
5219,5219,0,765,2049
5220,5220,0,1289,2049
5221,5221,0,1876,2049
5222,5222,0,2475,2049
5223,5223,0,3040,2049
5224,5224,0,3523,2048
5225,5225,0,3885,2049
5226,5226,0,4095,2049
5227,5227,0,4095,2049
5228,5228,0,4009,2049
5229,5229,0,3718,2049
5230,5230,0,3291,2049
5231,5231,0,2760,2049
5232,5232,0,2172,2048
5233,5233,0,1573,2049
5234,5234,0,1013,2049
5235,5235,0,537,2049
5236,5236,0,186,2049
5237,5237,0,0,2049
5238,5238,0,0,2049
5239,5239,0,98,2049
5240,5240,0,401,2049
5241,5241,0,836,2049
5242,5242,0,1371,2049
5243,5243,0,1964,2049
5244,5244,0,2561,2049
5245,5245,0,3117,2049
5246,5246,0,3584,2049
5247,5247,0,3926,2049
5248,5248,0,4095,2049
5249,5249,0,4095,2049
5250,5250,0,3976,2049
5251,5251,0,3663,2049
5252,5252,0,3218,2049
5253,5253,0,2677,2049
5254,5254,0,2084,2049
5255,5255,0,1487,2049
5256,5256,0,936,2049
5257,5257,0,478,2049
5258,5258,0,147,2049
5259,5259,0,0,2049
5260,5260,0,0,2050
5261,5261,0,133,2049
5262,5262,0,457,2049
5263,5263,0,910,2049
5264,5264,0,1457,2049
5265,5265,0,2052,2049
5266,5266,0,2647,2049
5267,5267,0,3192,2049
5268,5268,0,3643,2049
5269,5269,0,3963,2049
5270,5270,0,4095,2049
5271,5271,0,4095,2049
5272,5272,0,3939,2049
5273,5273,0,3605,2050
5274,5274,0,3144,2049
5275,5275,0,2591,2049
5276,5276,0,1995,2049
5277,5277,0,1402,2049
5278,5278,0,863,2049
5279,5279,0,420,2049
5280,5280,0,111,2050
5281,5281,0,0,2049
5282,5282,0,0,2050
5283,5283,0,171,2049
5284,5284,0,516,2049
5285,5285,0,986,2049
5286,5286,0,1542,2049
5287,5287,0,2141,2049
5288,5288,0,2731,2049
5289,5289,0,3265,2049
5290,5290,0,3699,2049
5291,5291,0,3998,2049
5292,5292,0,4095,2049
5293,5293,0,4095,2049
5294,5294,0,3899,2049
5295,5295,0,3545,2049
5296,5296,0,3066,2049
5297,5297,0,2505,2049
5298,5298,0,1907,2049
5299,5299,0,1319,2050
5300,5300,0,791,2049
5301,5301,0,366,2049
5302,5302,0,77,2048
5303,5303,0,0,2049
5304,5304,0,0,2050
5305,5305,0,213,2049
5306,5306,0,577,2049
5307,5307,0,1063,2050
5308,5308,0,1629,2049
5309,5309,0,2229,2050
5310,5310,0,2814,2049
5311,5311,0,3336,2049
5312,5312,0,3752,2050
5313,5313,0,4028,2049
5314,5314,0,4095,2049
5315,5315,0,4083,2049
5316,5316,0,3857,2049
5317,5317,0,3481,2049
5318,5318,0,2989,2050
5319,5319,0,2419,2050
5320,5320,0,1818,2049
5321,5321,0,1236,2049
5322,5322,0,721,2049
5323,5323,0,314,2050
5324,5324,0,49,2049
5325,5325,0,0,2049
5326,5326,0,19,2049
5327,5327,0,258,2049
5328,5328,0,642,2049
5329,5329,0,1142,2049
5330,5330,0,1715,2049
5331,5331,0,2316,2049
5332,5332,0,2895,2049
5333,5333,0,3405,2049
5334,5334,0,3803,2050
5335,5335,0,4056,2049
5336,5336,0,4095,2049
5337,5337,0,4060,2049
5338,5338,0,3810,2049
5339,5339,0,3416,2049
5340,5340,0,2909,2049
5341,5341,0,2331,2049
5342,5342,0,1730,2049
5343,5343,0,1155,2050
5344,5344,0,653,2049
5345,5345,0,266,2049
5346,5346,0,24,2049
5347,5347,0,0,2049
5348,5348,0,45,2049
5349,5349,0,306,2049
5350,5350,0,709,2049
5351,5351,0,1223,2049
5352,5352,0,1803,2049
5353,5353,0,2404,2049
5354,5354,0,2976,2049
5355,5355,0,3471,2048
5356,5356,0,3849,2049
5357,5357,0,4080,2049
5358,5358,0,4095,2049
5359,5359,0,4033,2049
5360,5360,0,3761,2049
5361,5361,0,3347,2049
5362,5362,0,2828,2049
5363,5363,0,2243,2049
5364,5364,0,1643,2049
5365,5365,0,1076,2049
5366,5366,0,588,2049
5367,5367,0,220,2049
5368,5368,0,3,2049
5369,5369,0,0,2049
5370,5370,0,73,2049
5371,5371,0,356,2049
5372,5372,0,778,2049
5373,5373,0,1304,2049
5374,5374,0,1892,2049
5375,5375,0,2491,2049
5376,5376,0,3055,2049
5377,5377,0,3535,2049
5378,5378,0,3893,2049
5379,5379,0,4095,2050
5380,5380,0,4095,2049
5381,5381,0,4003,2049
5382,5382,0,3708,2049
5383,5383,0,3277,2049
5384,5384,0,2745,2049
5385,5385,0,2156,2049
5386,5386,0,1556,2048
5387,5387,0,998,2050
5388,5388,0,525,2049
5389,5389,0,178,2050
5390,5390,0,0,2049
5391,5391,0,0,2049
5392,5392,0,105,2049
5393,5393,0,410,2049
5394,5394,0,850,2049
5395,5395,0,1388,2049
5396,5396,0,1979,2049
5397,5397,0,2578,2049
5398,5398,0,3131,2049
5399,5399,0,3596,2049
5400,5400,0,3934,2049
5401,5401,0,4095,2049
5402,5402,0,4095,2049
5403,5403,0,3969,2049
5404,5404,0,3652,2049
5405,5405,0,3204,2050
5406,5406,0,2661,2049
5407,5407,0,2067,2049
5408,5408,0,1471,2049
5409,5409,0,923,2049
5410,5410,0,466,2049
5411,5411,0,140,2049
5412,5412,0,0,2050
5413,5413,0,0,2049
5414,5414,0,140,2049
5415,5415,0,467,2049
5416,5416,0,924,2049
5417,5417,0,1473,2050
5418,5418,0,2069,2049
5419,5419,0,2663,2049
5420,5420,0,3206,2049
5421,5421,0,3654,2049
5422,5422,0,3970,2050
5423,5423,0,4095,2049
5424,5424,0,4095,2049
5425,5425,0,3932,2049
5426,5426,0,3594,2049
5427,5427,0,3130,2049
5428,5428,0,2576,2049
5429,5429,0,1979,2049
5430,5430,0,1387,2049
