Sample in Buffer,Sample in Window,TRIGGER,adc1_data_a_d0[11:0],adc1_data_b_d0[11:0]
0,0,0,2046,2232
1,1,0,2046,1663
2,2,0,2047,1122
3,3,0,2047,650
4,4,0,2046,281
5,5,0,2046,43
6,6,0,2046,0
7,7,0,2046,20
8,8,0,2046,237
9,9,0,2047,588
10,10,0,2046,1048
11,11,0,2047,1581
12,12,0,2046,2148
13,13,0,2046,2707
14,14,0,2047,3217
15,15,0,2047,3639
16,16,0,2047,3941
17,17,0,2046,4095
18,18,0,2047,4095
19,19,0,2047,3960
20,20,0,2047,3668
21,21,0,2046,3255
22,22,0,2047,2752
23,23,0,2047,2196
24,24,0,2047,1627
25,25,0,2046,1090
26,26,0,2047,623
27,27,0,2047,262
28,28,0,2047,32
29,29,0,2047,0
30,30,0,2046,30
31,31,0,2046,255
32,32,0,2046,614
33,33,0,2047,1080
34,34,0,2046,1616
35,35,0,2046,2184
36,36,0,2047,2742
37,37,0,2046,3247
38,38,0,2046,3662
39,39,0,2047,3956
40,40,0,2046,4095
41,41,0,2046,4095
42,42,0,2046,3945
43,43,0,2046,3645
44,44,0,2046,3225
45,45,0,2046,2718
46,46,0,2046,2159
47,47,0,2047,1592
48,48,0,2046,1057
49,49,0,2047,596
50,50,0,2047,243
51,51,0,2047,23
52,52,0,2046,0
53,53,0,2046,39
54,54,0,2046,274
55,55,0,2046,642
56,56,0,2046,1113
57,57,0,2047,1653
58,58,0,2046,2221
59,59,0,2046,2777
60,60,0,2046,3277
61,61,0,2047,3685
62,62,0,2046,3970
63,63,0,2047,4095
64,64,0,2046,4095
65,65,0,2046,3930
66,66,0,2046,3622
67,67,0,2046,3195
68,68,0,2046,2683
69,69,0,2046,2122
70,70,0,2046,1555
71,71,0,2046,1025
72,72,0,2046,570
73,73,0,2047,224
74,74,0,2047,13
75,75,0,2046,0
76,76,0,2046,49
77,77,0,2046,294
78,78,0,2046,668
79,79,0,2047,1145
80,80,0,2046,1688
81,81,0,2047,2258
82,82,0,2047,2811
83,83,0,2046,3306
84,84,0,2046,3707
85,85,0,2046,3983
86,86,0,2046,4095
87,87,0,2046,4091
88,88,0,2047,3915
89,89,0,2046,3598
90,90,0,2046,3165
91,91,0,2046,2648
92,92,0,2046,2086
93,93,0,2046,1520
94,94,0,2046,993
95,95,0,2047,544
96,96,0,2046,206
97,97,0,2046,5
98,98,0,2046,0
99,99,0,2046,61
