Sample in Buffer,Sample in Window,TRIGGER,adc1_data_a_d0[11:0],adc1_data_b_d0[11:0]
0,0,0,2046,1777
1,1,0,2047,2697
2,2,0,2046,3486
3,3,0,2046,3983
4,4,0,2046,4090
5,5,0,2046,3783
6,6,0,2047,3125
7,7,0,2046,2249
8,8,0,2046,1330
9,9,0,2047,554
10,10,0,2047,76
11,11,0,2046,0
12,12,0,2046,323
13,13,0,2047,997
14,14,0,2047,1880
15,15,0,2047,2795
16,16,0,2046,3558
17,17,0,2046,4016
18,18,0,2047,4076
19,19,0,2046,3725
20,20,0,2046,3035
21,21,0,2046,2145
22,22,0,2046,1233
23,23,0,2046,484
24,24,0,2046,47
25,25,0,2046,10
26,26,0,2047,383
27,27,0,2046,1087
28,28,0,2046,1984
29,29,0,2046,2891
30,30,0,2046,3626
31,31,0,2046,4043
32,32,0,2046,4057
33,33,0,2046,3663
34,34,0,2046,2944
35,35,0,2046,2041
36,36,0,2047,1139
37,37,0,2046,418
38,38,0,2046,23
39,39,0,2046,32
40,40,0,2046,446
41,41,0,2047,1181
42,42,0,2046,2087
43,43,0,2047,2984
44,44,0,2046,3691
45,45,0,2046,4065
46,46,0,2047,4032
47,47,0,2046,3597
48,48,0,2047,2849
49,49,0,2047,1937
50,50,0,2046,1046
51,51,0,2046,356
52,52,0,2046,3
53,53,0,2047,59
54,54,0,2046,514
55,55,0,2047,1276
56,56,0,2046,2190
57,57,0,2046,3075
58,58,0,2046,3751
59,59,0,2047,4084
60,60,0,2046,4002
61,61,0,2047,3528
62,62,0,2047,2752
63,63,0,2046,1834
64,64,0,2046,957
65,65,0,2046,298
66,66,0,2046,0
67,67,0,2046,91
68,68,0,2047,586
69,69,0,2046,1373
70,70,0,2046,2293
71,71,0,2046,3163
72,72,0,2046,3806
73,73,0,2046,4094
74,74,0,2047,3967
75,75,0,2046,3453
76,76,0,2046,2654
77,77,0,2047,1731
78,78,0,2046,871
79,79,0,2047,245
80,80,0,2047,0
81,81,0,2046,128
82,82,0,2046,661
83,83,0,2046,1472
84,84,0,2047,2396
85,85,0,2046,3249
86,86,0,2046,3857
87,87,0,2046,4095
88,88,0,2047,3929
89,89,0,2046,3376
90,90,0,2046,2555
91,91,0,2046,1629
92,92,0,2046,787
93,93,0,2047,195
94,94,0,2047,0
95,95,0,2046,170
96,96,0,2047,740
97,97,0,2046,1572
98,98,0,2046,2497
99,99,0,2046,3331
100,100,0,2047,3905
101,101,0,2046,4095
102,102,0,2047,3885
103,103,0,2046,3295
104,104,0,2046,2454
105,105,0,2046,1528
106,106,0,2047,706
107,107,0,2047,152
108,108,0,2047,0
109,109,0,2046,216
110,110,0,2046,822
111,111,0,2047,1674
112,112,0,2046,2599
113,113,0,2046,3410
114,114,0,2046,3946
115,115,0,2047,4095
116,116,0,2046,3836
117,117,0,2046,3213
118,118,0,2046,2352
119,119,0,2047,1428
120,120,0,2046,628
121,121,0,2046,111
122,122,0,2047,0
123,123,0,2046,267
124,124,0,2047,907
125,125,0,2046,1776
126,126,0,2046,2697
127,127,0,2046,3485
128,128,0,2046,3983
129,129,0,2046,4089
130,130,0,2046,3783
131,131,0,2047,3126
132,132,0,2046,2248
133,133,0,2046,1330
134,134,0,2046,554
135,135,0,2046,76
136,136,0,2047,0
137,137,0,2046,322
138,138,0,2047,996
139,139,0,2047,1880
140,140,0,2047,2794
141,141,0,2047,3558
142,142,0,2046,4016
143,143,0,2046,4076
144,144,0,2046,3725
145,145,0,2046,3035
146,146,0,2047,2145
147,147,0,2047,1234
148,148,0,2046,484
149,149,0,2046,47
150,150,0,2047,10
151,151,0,2046,381
152,152,0,2046,1086
153,153,0,2046,1983
154,154,0,2047,2890
155,155,0,2047,3626
156,156,0,2046,4042
157,157,0,2046,4056
158,158,0,2046,3664
159,159,0,2046,2943
160,160,0,2046,2042
161,161,0,2047,1139
162,162,0,2046,418
163,163,0,2046,22
164,164,0,2046,32
165,165,0,2046,446
166,166,0,2046,1180
167,167,0,2046,2087
168,168,0,2047,2984
169,169,0,2047,3691
170,170,0,2047,4065
171,171,0,2046,4032
172,172,0,2047,3597
173,173,0,2047,2849
