Sample in Buffer,Sample in Window,TRIGGER,adc1_data_a_d0[11:0],adc1_data_b_d0[11:0]
0,0,0,2046,285
1,1,0,2047,141
2,2,0,2046,41
3,3,0,2047,0
4,4,0,2046,0
5,5,0,2047,18
6,6,0,2047,102
7,7,0,2047,232
8,8,0,2047,402
9,9,0,2047,609
10,10,0,2047,848
11,11,0,2047,1114
12,12,0,2047,1402
13,13,0,2047,1704
14,14,0,2047,2013
15,15,0,2046,2323
16,16,0,2047,2626
17,17,0,2046,2916
18,18,0,2047,3185
19,19,0,2047,3429
20,20,0,2047,3641
21,21,0,2046,3816
22,22,0,2046,3952
23,23,0,2047,4044
24,24,0,2047,4091
25,25,0,2046,4091
26,26,0,2047,4045
27,27,0,2046,3952
28,28,0,2047,3817
29,29,0,2047,3641
30,30,0,2047,3430
31,31,0,2046,3186
32,32,0,2046,2917
33,33,0,2047,2627
34,34,0,2046,2324
35,35,0,2046,2015
36,36,0,2047,1706
37,37,0,2047,1404
38,38,0,2047,1116
39,39,0,2047,849
40,40,0,2047,610
41,41,0,2047,402
42,42,0,2046,232
43,43,0,2046,103
44,44,0,2046,19
45,45,0,2047,0
46,46,0,2047,0
47,47,0,2047,42
48,48,0,2047,142
49,49,0,2047,284
50,50,0,2047,467
51,51,0,2047,686
52,52,0,2047,935
53,53,0,2046,1209
54,54,0,2047,1502
55,55,0,2047,1807
56,56,0,2046,2117
57,57,0,2046,2425
58,58,0,2046,2724
59,59,0,2047,3009
60,60,0,2046,3271
61,61,0,2047,3504
62,62,0,2046,3703
63,63,0,2046,3866
64,64,0,2047,3988
65,65,0,2046,4065
66,66,0,2046,4095
67,67,0,2046,4081
68,68,0,2046,4019
69,69,0,2046,3912
70,70,0,2046,3763
71,71,0,2046,3575
72,72,0,2046,3353
73,73,0,2046,3099
74,74,0,2047,2823
75,75,0,2047,2529
76,76,0,2046,2222
77,77,0,2046,1911
78,78,0,2046,1604
79,79,0,2046,1306
80,80,0,2046,1025
81,81,0,2046,767
82,82,0,2047,537
83,83,0,2047,342
84,84,0,2047,185
85,85,0,2046,70
86,86,0,2047,0
87,87,0,2047,0
88,88,0,2047,0
89,89,0,2046,70
90,90,0,2047,184
91,91,0,2046,341
92,92,0,2047,537
93,93,0,2047,765
94,94,0,2047,1024
95,95,0,2047,1305
96,96,0,2047,1603
97,97,0,2046,1910
98,98,0,2046,2221
99,99,0,2047,2526
100,100,0,2047,2822
101,101,0,2046,3098
102,102,0,2046,3351
103,103,0,2046,3574
104,104,0,2047,3762
105,105,0,2046,3912
106,106,0,2047,4019
107,107,0,2047,4081
108,108,0,2046,4095
109,109,0,2047,4065
110,110,0,2046,3989
111,111,0,2047,3867
112,112,0,2046,3704
113,113,0,2046,3504
114,114,0,2046,3271
115,115,0,2046,3009
116,116,0,2046,2726
117,117,0,2046,2427
118,118,0,2047,2118
119,119,0,2047,1808
120,120,0,2047,1503
121,121,0,2047,1209
122,122,0,2047,936
123,123,0,2046,686
124,124,0,2046,467
125,125,0,2046,285
126,126,0,2047,141
