Sample in Buffer,Sample in Window,TRIGGER,adc2_data_b_d0[11:0],adc2_data_a_d0[11:0]
4994,4994,0,2883,2048
4995,4995,0,2282,2049
4996,4996,0,1661,2050
4997,4997,0,1073,2049
4998,4998,0,570,2049
4999,4999,0,199,2050
5000,5000,0,0,2049
5001,5001,0,0,2049
5002,5002,0,115,2050
5003,5003,0,441,2049
5004,5004,0,906,2048
5005,5005,0,1474,2050
5006,5006,0,2090,2049
5007,5007,0,2703,2049
5008,5008,0,3258,2049
5009,5009,0,3707,2049
5010,5010,0,4009,2049
5011,5011,0,4095,2049
5012,5012,0,4083,2049
5013,5013,0,3849,2049
5014,5014,0,3455,2049
5015,5015,0,2938,2049
5016,5016,0,2342,2049
5017,5017,0,1720,2049
5018,5018,0,1127,2050
5019,5019,0,614,2049
5020,5020,0,229,2049
5021,5021,0,1,2049
5022,5022,0,0,2049
5023,5023,0,93,2049
5024,5024,0,403,2049
5025,5025,0,857,2049
5026,5026,0,1416,2048
5027,5027,0,2031,2049
5028,5028,0,2646,2050
5029,5029,0,3209,2049
5030,5030,0,3669,2049
5031,5031,0,3987,2050
5032,5032,0,4095,2049
5033,5033,0,4095,2049
5034,5034,0,3879,2049
5035,5035,0,3500,2049
5036,5036,0,2992,2049
5037,5037,0,2402,2049
5038,5038,0,1780,2049
5039,5039,0,1182,2049
5040,5040,0,660,2049
5041,5041,0,259,2049
5042,5042,0,16,2049
5043,5043,0,0,2049
5044,5044,0,72,2049
5045,5045,0,365,2049
5046,5046,0,807,2049
5047,5047,0,1357,2049
5048,5048,0,1969,2049
5049,5049,0,2587,2050
5050,5050,0,3157,2049
5051,5051,0,3630,2049
5052,5052,0,3963,2049
5053,5053,0,4095,2049
5054,5054,0,4095,2049
5055,5055,0,3908,2049
5056,5056,0,3542,2049
5057,5057,0,3046,2050
5058,5058,0,2461,2049
5059,5059,0,1840,2049
5060,5060,0,1237,2048
5061,5061,0,705,2049
5062,5062,0,292,2049
5063,5063,0,32,2049
5064,5064,0,0,2048
5065,5065,0,52,2049
5066,5066,0,329,2049
5067,5067,0,758,2049
5068,5068,0,1301,2049
5069,5069,0,1908,2050
5070,5070,0,2528,2049
5071,5071,0,3106,2049
5072,5072,0,3590,2050
5073,5073,0,3938,2049
5074,5074,0,4095,2049
5075,5075,0,4095,2048
5076,5076,0,3935,2049
5077,5077,0,3584,2049
5078,5078,0,3100,2049
5079,5079,0,2521,2050
5080,5080,0,1901,2049
5081,5081,0,1294,2049
5082,5082,0,753,2049
5083,5083,0,325,2049
5084,5084,0,49,2049
5085,5085,0,0,2049
5086,5086,0,34,2049
5087,5087,0,295,2049
5088,5088,0,711,2049
5089,5089,0,1244,2049
5090,5090,0,1848,2049
5091,5091,0,2469,2049
5092,5092,0,3053,2049
5093,5093,0,3548,2049
5094,5094,0,3911,2049
5095,5095,0,4095,2050
5096,5096,0,4095,2050
5097,5097,0,3960,2049
5098,5098,0,3624,2049
5099,5099,0,3151,2049
5100,5100,0,2581,2049
5101,5101,0,1962,2049
5102,5102,0,1351,2049
5103,5103,0,801,2049
5104,5104,0,361,2049
5105,5105,0,69,2049
5106,5106,0,0,2049
5107,5107,0,18,2049
5108,5108,0,263,2049
5109,5109,0,665,2049
5110,5110,0,1189,2049
5111,5111,0,1788,2049
5112,5112,0,2410,2049
5113,5113,0,2999,2049
5114,5114,0,3505,2049
5115,5115,0,3883,2049
5116,5116,0,4095,2050
5117,5117,0,4095,2049
5118,5118,0,3984,2049
5119,5119,0,3664,2050
5120,5120,0,3202,2049
5121,5121,0,2638,2049
5122,5122,0,2022,2050
5123,5123,0,1408,2049
5124,5124,0,851,2050
5125,5125,0,398,2050
5126,5126,0,90,2049
5127,5127,0,0,2048
5128,5128,0,3,2049
5129,5129,0,233,2050
5130,5130,0,620,2050
5131,5131,0,1134,2049
5132,5132,0,1728,2049
5133,5133,0,2350,2048
5134,5134,0,2945,2049
5135,5135,0,3461,2049
5136,5136,0,3853,2049
5137,5137,0,4085,2049
5138,5138,0,4095,2049
5139,5139,0,4007,2048
5140,5140,0,3702,2049
5141,5141,0,3252,2048
5142,5142,0,2696,2049
5143,5143,0,2083,2049
5144,5144,0,1466,2049
5145,5145,0,901,2049
5146,5146,0,436,2049
5147,5147,0,113,2049
5148,5148,0,0,2048
5149,5149,0,0,2049
5150,5150,0,202,2049
5151,5151,0,576,2050
5152,5152,0,1080,2049
5153,5153,0,1668,2050
5154,5154,0,2290,2049
5155,5155,0,2889,2049
5156,5156,0,3415,2049
5157,5157,0,3821,2049
5158,5158,0,4070,2049
5159,5159,0,4095,2049
5160,5160,0,4026,2049
5161,5161,0,3738,2049
5162,5162,0,3302,2049
5163,5163,0,2753,2049
5164,5164,0,2143,2049
5165,5165,0,1525,2050
5166,5166,0,951,2049
5167,5167,0,476,2049
5168,5168,0,137,2049
5169,5169,0,0,2048
5170,5170,0,0,2050
5171,5171,0,173,2049
5172,5172,0,534,2049
5173,5173,0,1026,2049
5174,5174,0,1608,2049
5175,5175,0,2229,2049
5176,5176,0,2834,2049
5177,5177,0,3370,2049
5178,5178,0,3789,2049
5179,5179,0,4054,2049
5180,5180,0,4095,2049
5181,5181,0,4046,2049
5182,5182,0,3774,2049
5183,5183,0,3350,2049
5184,5184,0,2811,2049
5185,5185,0,2204,2049
5186,5186,0,1584,2049
5187,5187,0,1004,2048
5188,5188,0,516,2049
5189,5189,0,163,2048
5190,5190,0,0,2049
5191,5191,0,0,2049
5192,5192,0,147,2049
5193,5193,0,492,2049
5194,5194,0,973,2049
5195,5195,0,1549,2049
5196,5196,0,2169,2049
5197,5197,0,2777,2049
5198,5198,0,3322,2049
5199,5199,0,3753,2049
5200,5200,0,4035,2049
5201,5201,0,4095,2049
5202,5202,0,4063,2049
5203,5203,0,3808,2049
5204,5204,0,3396,2049
5205,5205,0,2866,2049
5206,5206,0,2264,2050
5207,5207,0,1643,2049
5208,5208,0,1057,2050
5209,5209,0,559,2050
5210,5210,0,189,2049
5211,5211,0,0,2049
5212,5212,0,0,2049
5213,5213,0,122,2050
5214,5214,0,452,2050
5215,5215,0,922,2049
5216,5216,0,1491,2050
5217,5217,0,2108,2049
5218,5218,0,2721,2049
5219,5219,0,3273,2049
5220,5220,0,3718,2049
5221,5221,0,4016,2049
5222,5222,0,4095,2049
5223,5223,0,4079,2049
5224,5224,0,3840,2049
5225,5225,0,3442,2049
5226,5226,0,2922,2049
5227,5227,0,2324,2049
5228,5228,0,1703,2049
5229,5229,0,1111,2049
5230,5230,0,602,2049
5231,5231,0,219,2049
5232,5232,0,0,2049
5233,5233,0,0,2049
5234,5234,0,100,2050
5235,5235,0,413,2049
5236,5236,0,871,2049
5237,5237,0,1433,2048
5238,5238,0,2048,2049
5239,5239,0,2663,2049
5240,5240,0,3223,2049
5241,5241,0,3681,2049
5242,5242,0,3993,2049
5243,5243,0,4095,2049
5244,5244,0,4092,2049
5245,5245,0,3869,2049
5246,5246,0,3487,2049
5247,5247,0,2976,2049
5248,5248,0,2384,2049
5249,5249,0,1762,2049
5250,5250,0,1166,2050
5251,5251,0,647,2049
5252,5252,0,251,2049
5253,5253,0,12,2049
5254,5254,0,0,2049
5255,5255,0,78,2049
5256,5256,0,376,2049
5257,5257,0,822,2049
5258,5258,0,1375,2049
5259,5259,0,1986,2049
5260,5260,0,2604,2050
5261,5261,0,3173,2049
5262,5262,0,3642,2050
5263,5263,0,3970,2050
5264,5264,0,4095,2050
5265,5265,0,4095,2049
5266,5266,0,3899,2049
5267,5267,0,3530,2049
5268,5268,0,3030,2049
5269,5269,0,2444,2049
5270,5270,0,1823,2050
5271,5271,0,1221,2049
5272,5272,0,692,2049
5273,5273,0,281,2049
5274,5274,0,27,2049
5275,5275,0,0,2050
5276,5276,0,58,2049
5277,5277,0,341,2049
5278,5278,0,773,2049
5279,5279,0,1317,2049
5280,5280,0,1926,2049
5281,5281,0,2546,2049
5282,5282,0,3121,2049
5283,5283,0,3602,2050
5284,5284,0,3946,2049
5285,5285,0,4095,2049
5286,5286,0,4095,2049
5287,5287,0,3927,2049
5288,5288,0,3572,2049
5289,5289,0,3083,2049
5290,5290,0,2503,2049
5291,5291,0,1883,2049
5292,5292,0,1278,2050
5293,5293,0,739,2049
5294,5294,0,315,2049
5295,5295,0,43,2048
5296,5296,0,0,2049
5297,5297,0,39,2049
5298,5298,0,305,2049
5299,5299,0,725,2049
5300,5300,0,1261,2050
5301,5301,0,1866,2049
5302,5302,0,2486,2049
5303,5303,0,3069,2049
5304,5304,0,3561,2049
5305,5305,0,3919,2049
5306,5306,0,4095,2048
5307,5307,0,4095,2049
5308,5308,0,3953,2049
5309,5309,0,3612,2049
5310,5310,0,3136,2049
5311,5311,0,2562,2049
5312,5312,0,1944,2049
5313,5313,0,1334,2049
5314,5314,0,787,2049
5315,5315,0,351,2049
5316,5316,0,63,2049
5317,5317,0,0,2049
5318,5318,0,22,2049
5319,5319,0,273,2049
5320,5320,0,679,2049
5321,5321,0,1205,2049
5322,5322,0,1806,2050
5323,5323,0,2427,2049
5324,5324,0,3015,2049
5325,5325,0,3518,2049
5326,5326,0,3892,2050
5327,5327,0,4095,2049
5328,5328,0,4095,2049
5329,5329,0,3977,2049
5330,5330,0,3653,2049
5331,5331,0,3187,2048
5332,5332,0,2621,2049
5333,5333,0,2004,2049
5334,5334,0,1391,2048
5335,5335,0,836,2048
5336,5336,0,386,2050
5337,5337,0,84,2049
5338,5338,0,0,2049
5339,5339,0,7,2050
5340,5340,0,241,2049
5341,5341,0,633,2049
5342,5342,0,1150,2049
5343,5343,0,1745,2049
5344,5344,0,2368,2049
5345,5345,0,2961,2049
5346,5346,0,3473,2049
5347,5347,0,3862,2049
5348,5348,0,4090,2049
5349,5349,0,4095,2049
5350,5350,0,4000,2049
5351,5351,0,3691,2049
5352,5352,0,3238,2049
5353,5353,0,2680,2049
5354,5354,0,2065,2048
5355,5355,0,1449,2049
5356,5356,0,886,2049
5357,5357,0,424,2049
5358,5358,0,106,2049
5359,5359,0,0,2050
5360,5360,0,0,2049
5361,5361,0,211,2049
5362,5362,0,589,2049
5363,5363,0,1096,2048
5364,5364,0,1685,2049
5365,5365,0,2307,2050
5366,5366,0,2906,2049
5367,5367,0,3429,2049
5368,5368,0,3831,2049
5369,5369,0,4075,2049
5370,5370,0,4095,2050
5371,5371,0,4022,2050
5372,5372,0,3728,2049
5373,5373,0,3286,2049
5374,5374,0,2737,2049
5375,5375,0,2125,2049
5376,5376,0,1507,2050
5377,5377,0,936,2049
5378,5378,0,464,2049
5379,5379,0,130,2049
5380,5380,0,0,2050
5381,5381,0,0,2049
5382,5382,0,182,2048
5383,5383,0,546,2049
5384,5384,0,1042,2048
5385,5385,0,1625,2049
5386,5386,0,2247,2050
5387,5387,0,2850,2049
5388,5388,0,3383,2049
5389,5389,0,3798,2049
5390,5390,0,4059,2050
5391,5391,0,4095,2049
5392,5392,0,4041,2049
5393,5393,0,3763,2049
5394,5394,0,3336,2048
5395,5395,0,2793,2050
5396,5396,0,2187,2049
5397,5397,0,1567,2049
5398,5398,0,988,2049
5399,5399,0,504,2049
5400,5400,0,155,2049
5401,5401,0,0,2049
5402,5402,0,0,2049
5403,5403,0,155,2049
5404,5404,0,505,2049
5405,5405,0,989,2049
5406,5406,0,1567,2049
5407,5407,0,2187,2049
5408,5408,0,2794,2049
5409,5409,0,3336,2049
5410,5410,0,3764,2049
5411,5411,0,4041,2049
5412,5412,0,4095,2049
5413,5413,0,4059,2049
5414,5414,0,3797,2048
5415,5415,0,3383,2049
5416,5416,0,2849,2049
5417,5417,0,2246,2049
5418,5418,0,1625,2049
5419,5419,0,1041,2049
5420,5420,0,545,2048
5421,5421,0,183,2049
5422,5422,0,0,2049
5423,5423,0,0,2049
5424,5424,0,129,2049
5425,5425,0,464,2048
5426,5426,0,937,2049
5427,5427,0,1508,2049
5428,5428,0,2126,2049
5429,5429,0,2738,2049
5430,5430,0,3288,2048
5431,5431,0,3728,2049
5432,5432,0,4022,2049
5433,5433,0,4095,2049
5434,5434,0,4075,2049
5435,5435,0,3830,2049
5436,5436,0,3429,2049
5437,5437,0,2905,2049
5438,5438,0,2307,2049
5439,5439,0,1685,2049
5440,5440,0,1095,2048
5441,5441,0,589,2049
5442,5442,0,210,2049
5443,5443,0,0,2049
5444,5444,0,0,2049
5445,5445,0,105,2049
5446,5446,0,425,2049
5447,5447,0,887,2049
5448,5448,0,1450,2049
5449,5449,0,2066,2049
5450,5450,0,2680,2049
5451,5451,0,3237,2049
5452,5452,0,3691,2049
5453,5453,0,4000,2049
5454,5454,0,4095,2049
5455,5455,0,4089,2050
5456,5456,0,3861,2049
5457,5457,0,3473,2049
5458,5458,0,2960,2049
5459,5459,0,2367,2049
5460,5460,0,1745,2049
5461,5461,0,1149,2049
5462,5462,0,633,2050
5463,5463,0,241,2049
5464,5464,0,7,2049
5465,5465,0,0,2049
5466,5466,0,83,2049
5467,5467,0,387,2049
5468,5468,0,836,2049
5469,5469,0,1392,2049
5470,5470,0,2005,2049
5471,5471,0,2621,2049
5472,5472,0,3188,2049
5473,5473,0,3654,2049
5474,5474,0,3977,2049
5475,5475,0,4095,2049
5476,5476,0,4095,2050
5477,5477,0,3891,2048
5478,5478,0,3518,2048
5479,5479,0,3015,2049
5480,5480,0,2427,2049
5481,5481,0,1805,2049
5482,5482,0,1205,2049
5483,5483,0,678,2049
5484,5484,0,272,2049
5485,5485,0,22,2049
5486,5486,0,0,2050
5487,5487,0,64,2049
5488,5488,0,350,2049
5489,5489,0,787,2048
5490,5490,0,1334,2049
5491,5491,0,1944,2048
5492,5492,0,2563,2050
5493,5493,0,3137,2049
5494,5494,0,3614,2049
5495,5495,0,3953,2049
5496,5496,0,4095,2049
5497,5497,0,4095,2049
5498,5498,0,3919,2049
5499,5499,0,3559,2049
5500,5500,0,3068,2049
5501,5501,0,2486,2048
5502,5502,0,1865,2049
5503,5503,0,1260,2049
5504,5504,0,725,2049
5505,5505,0,305,2049
5506,5506,0,39,2049
5507,5507,0,0,2049
5508,5508,0,44,2049
5509,5509,0,315,2049
5510,5510,0,739,2049
5511,5511,0,1278,2049
5512,5512,0,1884,2049
5513,5513,0,2504,2049
5514,5514,0,3085,2049
5515,5515,0,3573,2049
5516,5516,0,3928,2049
5517,5517,0,4095,2049
5518,5518,0,4095,2049
5519,5519,0,3946,2049
5520,5520,0,3601,2049
5521,5521,0,3121,2049
5522,5522,0,2546,2049
5523,5523,0,1926,2049
5524,5524,0,1317,2050
5525,5525,0,772,2049
5526,5526,0,340,2050
5527,5527,0,57,2049
5528,5528,0,0,2049
5529,5529,0,28,2049
5530,5530,0,282,2049
5531,5531,0,692,2048
5532,5532,0,1221,2049
5533,5533,0,1823,2049
5534,5534,0,2445,2049
5535,5535,0,3031,2049
5536,5536,0,3531,2049
5537,5537,0,3900,2049
5538,5538,0,4095,2049
5539,5539,0,4095,2049
5540,5540,0,3970,2049
5541,5541,0,3641,2049
5542,5542,0,3172,2050
5543,5543,0,2604,2049
5544,5544,0,1986,2049
5545,5545,0,1374,2049
5546,5546,0,821,2049
5547,5547,0,375,2049
5548,5548,0,77,2049
5549,5549,0,0,2049
5550,5550,0,11,2050
5551,5551,0,250,2049
5552,5552,0,647,2049
5553,5553,0,1167,2049
5554,5554,0,1763,2049
5555,5555,0,2385,2048
5556,5556,0,2977,2049
5557,5557,0,3487,2049
5558,5558,0,3870,2049
5559,5559,0,4093,2048
5560,5560,0,4095,2049
5561,5561,0,3994,2049
5562,5562,0,3679,2049
5563,5563,0,3223,2049
5564,5564,0,2661,2049
5565,5565,0,2047,2049
5566,5566,0,1432,2049
5567,5567,0,871,2049
5568,5568,0,413,2049
5569,5569,0,99,2049
5570,5570,0,0,2049
5571,5571,0,0,2050
5572,5572,0,219,2049
5573,5573,0,602,2050
5574,5574,0,1111,2049
5575,5575,0,1703,2049
5576,5576,0,2325,2050
5577,5577,0,2922,2049
5578,5578,0,3443,2049
5579,5579,0,3840,2049
5580,5580,0,4079,2049
5581,5581,0,4095,2049
5582,5582,0,4015,2049
5583,5583,0,3717,2050
5584,5584,0,3271,2049
5585,5585,0,2720,2049
5586,5586,0,2108,2049
5587,5587,0,1490,2048
5588,5588,0,921,2049
5589,5589,0,452,2049
5590,5590,0,122,2049
5591,5591,0,0,2049
5592,5592,0,0,2049
5593,5593,0,190,2049
5594,5594,0,558,2049
5595,5595,0,1058,2049
5596,5596,0,1643,2049
5597,5597,0,2265,2049
5598,5598,0,2867,2049
5599,5599,0,3398,2050
5600,5600,0,3807,2049
5601,5601,0,4064,2049
5602,5602,0,4095,2049
5603,5603,0,4035,2049
5604,5604,0,3753,2048
5605,5605,0,3322,2049
5606,5606,0,2777,2049
5607,5607,0,2168,2049
5608,5608,0,1548,2049
5609,5609,0,974,2049
5610,5610,0,492,2049
5611,5611,0,148,2049
5612,5612,0,0,2049
5613,5613,0,0,2049
5614,5614,0,163,2049
5615,5615,0,517,2049
5616,5616,0,1005,2049
5617,5617,0,1584,2049
5618,5618,0,2204,2049
5619,5619,0,2811,2049
5620,5620,0,3350,2049
5621,5621,0,3775,2049
5622,5622,0,4047,2049
5623,5623,0,4095,2049
5624,5624,0,4053,2049
5625,5625,0,3787,2049
5626,5626,0,3369,2049
5627,5627,0,2833,2049
5628,5628,0,2228,2048
5629,5629,0,1607,2048
5630,5630,0,1026,2049
5631,5631,0,532,2049
5632,5632,0,174,2049
5633,5633,0,0,2049
5634,5634,0,0,2049
5635,5635,0,137,2050
5636,5636,0,475,2049
5637,5637,0,953,2049
5638,5638,0,1525,2049
5639,5639,0,2144,2049
5640,5640,0,2755,2049
5641,5641,0,3302,2048
5642,5642,0,3740,2050
5643,5643,0,4028,2049
5644,5644,0,4095,2049
5645,5645,0,4070,2050
5646,5646,0,3820,2049
5647,5647,0,3415,2049
5648,5648,0,2889,2049
5649,5649,0,2289,2049
5650,5650,0,1667,2049
5651,5651,0,1079,2049
5652,5652,0,575,2050
5653,5653,0,202,2050
5654,5654,0,0,2049
5655,5655,0,0,2049
5656,5656,0,113,2049
5657,5657,0,436,2049
5658,5658,0,902,2049
5659,5659,0,1468,2049
5660,5660,0,2083,2049
5661,5661,0,2696,2049
5662,5662,0,3253,2049
5663,5663,0,3704,2049
5664,5664,0,4007,2049
5665,5665,0,4095,2049
5666,5666,0,4085,2049
5667,5667,0,3852,2049
5668,5668,0,3460,2049
5669,5669,0,2944,2049
5670,5670,0,2349,2049
5671,5671,0,1727,2049
5672,5672,0,1133,2049
5673,5673,0,619,2049
5674,5674,0,232,2049
5675,5675,0,3,2049
5676,5676,0,0,2050
5677,5677,0,90,2049
5678,5678,0,398,2049
5679,5679,0,852,2049
5680,5680,0,1409,2049
5681,5681,0,2024,2050
5682,5682,0,2639,2049
5683,5683,0,3203,2049
5684,5684,0,3665,2049
5685,5685,0,3985,2049
5686,5686,0,4095,2049
5687,5687,0,4095,2049
5688,5688,0,3882,2049
5689,5689,0,3504,2049
5690,5690,0,2998,2049
5691,5691,0,2409,2049
5692,5692,0,1788,2049
5693,5693,0,1188,2049
5694,5694,0,664,2048
5695,5695,0,263,2049
5696,5696,0,18,2049
5697,5697,0,0,2049
5698,5698,0,69,2049
5699,5699,0,362,2049
5700,5700,0,802,2049
5701,5701,0,1351,2049
5702,5702,0,1963,2049
5703,5703,0,2580,2049
5704,5704,0,3152,2049
5705,5705,0,3625,2049
5706,5706,0,3961,2049
5707,5707,0,4095,2048
5708,5708,0,4095,2049
5709,5709,0,3910,2049
5710,5710,0,3547,2049
5711,5711,0,3052,2049
5712,5712,0,2468,2049
5713,5713,0,1848,2049
5714,5714,0,1244,2049
5715,5715,0,710,2049
5716,5716,0,296,2049
5717,5717,0,34,2049
5718,5718,0,0,2049
5719,5719,0,50,2048
5720,5720,0,326,2049
5721,5721,0,753,2049
5722,5722,0,1295,2048
5723,5723,0,1902,2049
5724,5724,0,2522,2049
5725,5725,0,3101,2049
5726,5726,0,3586,2049
5727,5727,0,3935,2049
5728,5728,0,4095,2049
5729,5729,0,4095,2050
5730,5730,0,3938,2049
5731,5731,0,3589,2049
5732,5732,0,3104,2049
5733,5733,0,2528,2049
5734,5734,0,1908,2049
5735,5735,0,1300,2049
5736,5736,0,758,2048
5737,5737,0,329,2049
5738,5738,0,51,2049
5739,5739,0,0,2049
5740,5740,0,32,2049
5741,5741,0,292,2049
5742,5742,0,706,2048
5743,5743,0,1239,2049
5744,5744,0,1842,2049
5745,5745,0,2463,2049
5746,5746,0,3047,2049
5747,5747,0,3544,2049
5748,5748,0,3908,2049
5749,5749,0,4095,2050
5750,5750,0,4095,2049
5751,5751,0,3963,2048
5752,5752,0,3629,2049
5753,5753,0,3156,2049
5754,5754,0,2585,2049
5755,5755,0,1968,2049
5756,5756,0,1357,2049
5757,5757,0,806,2049
5758,5758,0,365,2049
5759,5759,0,71,2049
5760,5760,0,0,2049
5761,5761,0,17,2049
5762,5762,0,260,2049
5763,5763,0,660,2049
5764,5764,0,1183,2048
5765,5765,0,1781,2050
5766,5766,0,2403,2049
5767,5767,0,2993,2050
5768,5768,0,3500,2049
5769,5769,0,3880,2049
5770,5770,0,4095,2049
5771,5771,0,4095,2049
5772,5772,0,3988,2049
5773,5773,0,3668,2049
5774,5774,0,3207,2049
5775,5775,0,2645,2049
5776,5776,0,2028,2049
5777,5777,0,1415,2049
5778,5778,0,856,2049
5779,5779,0,401,2049
5780,5780,0,92,2049
5781,5781,0,0,2049
5782,5782,0,2,2049
5783,5783,0,229,2049
5784,5784,0,614,2049
5785,5785,0,1128,2049
5786,5786,0,1721,2049
5787,5787,0,2344,2049
5788,5788,0,2939,2049
5789,5789,0,3456,2049
5790,5790,0,3850,2049
5791,5791,0,4083,2049
5792,5792,0,4095,2049
5793,5793,0,4009,2049
5794,5794,0,3706,2049
5795,5795,0,3257,2049
5796,5796,0,2702,2049
5797,5797,0,2090,2049
5798,5798,0,1472,2049
5799,5799,0,906,2049
5800,5800,0,440,2049
5801,5801,0,115,2049
5802,5802,0,0,2049
5803,5803,0,0,2049
5804,5804,0,199,2049
5805,5805,0,572,2049
5806,5806,0,1074,2049
5807,5807,0,1661,2048
5808,5808,0,2283,2048
5809,5809,0,2884,2049
5810,5810,0,3411,2049
5811,5811,0,3818,2049
5812,5812,0,4069,2049
5813,5813,0,4095,2049
5814,5814,0,4030,2048
5815,5815,0,3743,2050
5816,5816,0,3307,2049
5817,5817,0,2759,2049
5818,5818,0,2150,2049
5819,5819,0,1531,2049
5820,5820,0,958,2049
5821,5821,0,480,2049
5822,5822,0,140,2049
5823,5823,0,0,2048
5824,5824,0,0,2049
5825,5825,0,171,2049
5826,5826,0,529,2049
5827,5827,0,1020,2049
5828,5828,0,1602,2049
5829,5829,0,2223,2049
5830,5830,0,2829,2050
5831,5831,0,3364,2050
5832,5832,0,3785,2049
5833,5833,0,4051,2050
5834,5834,0,4095,2049
5835,5835,0,4048,2049
5836,5836,0,3777,2049
5837,5837,0,3354,2049
5838,5838,0,2816,2049
5839,5839,0,2210,2049
5840,5840,0,1591,2050
5841,5841,0,1010,2049
5842,5842,0,520,2049
5843,5843,0,166,2049
5844,5844,0,0,2049
5845,5845,0,0,2049
5846,5846,0,145,2049
5847,5847,0,488,2049
5848,5848,0,968,2050
5849,5849,0,1543,2049
5850,5850,0,2162,2050
5851,5851,0,2771,2049
5852,5852,0,3316,2049
5853,5853,0,3750,2050
5854,5854,0,4034,2050
5855,5855,0,4095,2049
5856,5856,0,4066,2049
5857,5857,0,3811,2049
5858,5858,0,3402,2049
5859,5859,0,2872,2049
5860,5860,0,2271,2049
5861,5861,0,1650,2049
5862,5862,0,1063,2048
5863,5863,0,563,2049
5864,5864,0,193,2050
5865,5865,0,0,2049
5866,5866,0,0,2049
5867,5867,0,119,2049
5868,5868,0,448,2050
5869,5869,0,916,2049
5870,5870,0,1483,2049
5871,5871,0,2102,2049
5872,5872,0,2713,2049
5873,5873,0,3268,2049
5874,5874,0,3714,2049
5875,5875,0,4013,2049
5876,5876,0,4095,2049
5877,5877,0,4080,2049
5878,5878,0,3843,2049
5879,5879,0,3447,2049
5880,5880,0,2927,2049
5881,5881,0,2331,2049
5882,5882,0,1709,2048
5883,5883,0,1117,2049
5884,5884,0,606,2049
5885,5885,0,222,2049
5886,5886,0,0,2049
5887,5887,0,0,2049
5888,5888,0,96,2049
5889,5889,0,409,2049
5890,5890,0,866,2048
5891,5891,0,1426,2049
5892,5892,0,2041,2050
5893,5893,0,2656,2049
5894,5894,0,3218,2049
5895,5895,0,3677,2049
5896,5896,0,3991,2049
5897,5897,0,4095,2049
5898,5898,0,4094,2049
5899,5899,0,3874,2049
5900,5900,0,3491,2049
5901,5901,0,2982,2049
5902,5902,0,2391,2049
5903,5903,0,1769,2049
5904,5904,0,1171,2049
5905,5905,0,651,2050
5906,5906,0,253,2049
5907,5907,0,13,2049
5908,5908,0,0,2049
5909,5909,0,75,2049
5910,5910,0,372,2050
5911,5911,0,816,2049
5912,5912,0,1368,2049
5913,5913,0,1980,2049
5914,5914,0,2598,2049
5915,5915,0,3167,2049
5916,5916,0,3638,2049
5917,5917,0,3969,2048
5918,5918,0,4095,2049
5919,5919,0,4095,2049
5920,5920,0,3903,2049
5921,5921,0,3535,2049
5922,5922,0,3036,2049
5923,5923,0,2451,2049
5924,5924,0,1830,2049
5925,5925,0,1226,2049
5926,5926,0,697,2049
5927,5927,0,285,2049
5928,5928,0,29,2049
5929,5929,0,0,2049
5930,5930,0,55,2049
5931,5931,0,336,2049
5932,5932,0,767,2049
5933,5933,0,1312,2049
5934,5934,0,1920,2049
5935,5935,0,2539,2050
5936,5936,0,3115,2049
5937,5937,0,3598,2050
5938,5938,0,3943,2049
5939,5939,0,4095,2049
5940,5940,0,4095,2049
5941,5941,0,3930,2049
5942,5942,0,3576,2049
5943,5943,0,3089,2049
5944,5944,0,2510,2049
5945,5945,0,1890,2049
5946,5946,0,1283,2049
5947,5947,0,744,2049
5948,5948,0,319,2049
5949,5949,0,46,2049
5950,5950,0,0,2049
5951,5951,0,37,2049
5952,5952,0,302,2049
5953,5953,0,720,2048
5954,5954,0,1255,2049
5955,5955,0,1860,2049
5956,5956,0,2481,2049
5957,5957,0,3063,2048
5958,5958,0,3556,2049
5959,5959,0,3916,2049
5960,5960,0,4095,2048
5961,5961,0,4095,2049
5962,5962,0,3955,2049
5963,5963,0,3617,2049
5964,5964,0,3141,2049
5965,5965,0,2569,2049
5966,5966,0,1951,2049
5967,5967,0,1340,2049
5968,5968,0,792,2049
5969,5969,0,354,2049
5970,5970,0,65,2049
5971,5971,0,0,2049
5972,5972,0,21,2049
5973,5973,0,269,2049
5974,5974,0,673,2049
5975,5975,0,1199,2049
5976,5976,0,1799,2049
5977,5977,0,2421,2049
5978,5978,0,3010,2049
5979,5979,0,3513,2049
5980,5980,0,3889,2050
5981,5981,0,4095,2049
5982,5982,0,4095,2049
5983,5983,0,3980,2049
5984,5984,0,3657,2049
5985,5985,0,3193,2049
5986,5986,0,2627,2049
5987,5987,0,2011,2049
5988,5988,0,1397,2049
5989,5989,0,841,2049
5990,5990,0,390,2049
5991,5991,0,86,2049
5992,5992,0,0,2049
5993,5993,0,5,2048
5994,5994,0,237,2049
5995,5995,0,628,2049
5996,5996,0,1144,2048
5997,5997,0,1738,2049
5998,5998,0,2362,2049
5999,5999,0,2955,2050
6000,6000,0,3469,2049
6001,6001,0,3859,2049
6002,6002,0,4088,2048
6003,6003,0,4095,2049
6004,6004,0,4002,2049
6005,6005,0,3695,2049
6006,6006,0,3242,2049
6007,6007,0,2685,2049
6008,6008,0,2072,2049
6009,6009,0,1455,2049
6010,6010,0,891,2049
6011,6011,0,429,2049
6012,6012,0,108,2049
6013,6013,0,0,2049
