Sample in Buffer,Sample in Window,TRIGGER,adc1_data_a_d0[11:0],adc1_data_b_d0[11:0]
0,0,0,2046,0
1,1,0,2047,74
2,2,0,2046,197
3,3,0,2046,362
4,4,0,2046,566
5,5,0,2047,802
6,6,0,2047,1067
7,7,0,2047,1353
8,8,0,2046,1655
9,9,0,2047,1966
10,10,0,2047,2279
11,11,0,2046,2585
12,12,0,2047,2878
13,13,0,2046,3153
14,14,0,2047,3403
15,15,0,2047,3621
16,16,0,2046,3804
17,17,0,2046,3946
18,18,0,2047,4045
19,19,0,2046,4095
20,20,0,2046,4095
21,21,0,2047,4067
22,22,0,2046,3982
23,23,0,2047,3851
24,24,0,2047,3681
25,25,0,2047,3474
26,26,0,2046,3233
27,27,0,2047,2966
28,28,0,2046,2678
29,29,0,2047,2374
30,30,0,2046,2064
31,31,0,2046,1751
32,32,0,2047,1446
33,33,0,2047,1154
34,34,0,2046,882
35,35,0,2046,635
36,36,0,2046,422
37,37,0,2047,245
38,38,0,2047,108
39,39,0,2047,15
40,40,0,2046,0
41,41,0,2046,0
42,42,0,2046,17
43,43,0,2047,110
44,44,0,2047,248
45,45,0,2047,426
46,46,0,2047,641
47,47,0,2046,888
48,48,0,2046,1162
49,49,0,2046,1453
50,50,0,2047,1758
51,51,0,2046,2071
52,52,0,2046,2382
53,53,0,2046,2684
54,54,0,2047,2972
55,55,0,2046,3240
56,56,0,2046,3479
57,57,0,2047,3686
58,58,0,2046,3856
59,59,0,2046,3984
60,60,0,2046,4069
61,61,0,2046,4095
62,62,0,2046,4095
63,63,0,2046,4043
64,64,0,2047,3943
65,65,0,2047,3799
66,66,0,2047,3616
67,67,0,2046,3397
68,68,0,2046,3147
69,69,0,2046,2872
70,70,0,2046,2578
71,71,0,2046,2271
72,72,0,2047,1960
73,73,0,2047,1649
74,74,0,2047,1347
75,75,0,2046,1061
76,76,0,2046,797
77,77,0,2047,560
78,78,0,2047,358
79,79,0,2047,193
80,80,0,2047,72
81,81,0,2047,0
82,82,0,2047,0
83,83,0,2047,0
84,84,0,2047,42
85,85,0,2046,151
86,86,0,2046,303
87,87,0,2047,494
88,88,0,2047,720
89,89,0,2047,976
90,90,0,2048,1256
91,91,0,2046,1554
92,92,0,2046,1863
93,93,0,2046,2175
94,94,0,2047,2484
95,95,0,2047,2783
96,96,0,2047,3065
97,97,0,2047,3323
98,98,0,2046,3552
99,99,0,2046,3747
100,100,0,2046,3904
101,101,0,2046,4017
102,102,0,2047,4087
103,103,0,2046,4095
104,104,0,2046,4085
105,105,0,2046,4014
106,106,0,2047,3900
107,107,0,2046,3742
108,108,0,2046,3547
109,109,0,2047,3317
110,110,0,2046,3058
111,111,0,2046,2776
112,112,0,2046,2477
113,113,0,2046,2168
114,114,0,2047,1855
115,115,0,2047,1546
116,116,0,2046,1250
117,117,0,2046,970
118,118,0,2046,715
119,119,0,2047,489
120,120,0,2046,299
121,121,0,2046,148
122,122,0,2047,41
123,123,0,2046,0
124,124,0,2047,0
125,125,0,2048,0
126,126,0,2046,74
127,127,0,2047,198
128,128,0,2047,362
129,129,0,2047,566
130,130,0,2047,802
131,131,0,2047,1067
132,132,0,2047,1353
133,133,0,2047,1656
134,134,0,2047,1967
135,135,0,2047,2279
136,136,0,2047,2585
137,137,0,2047,2879
138,138,0,2046,3154
139,139,0,2047,3403
140,140,0,2046,3622
141,141,0,2047,3804
142,142,0,2046,3947
143,143,0,2046,4045
144,144,0,2047,4095
145,145,0,2046,4095
146,146,0,2047,4067
147,147,0,2046,3981
148,148,0,2047,3852
149,149,0,2046,3682
150,150,0,2046,3474
151,151,0,2046,3234
152,152,0,2047,2966
153,153,0,2046,2678
154,154,0,2047,2374
155,155,0,2047,2064
156,156,0,2047,1752
157,157,0,2046,1446
158,158,0,2046,1155
159,159,0,2047,883
160,160,0,2046,636
161,161,0,2047,422
162,162,0,2047,244
163,163,0,2046,108
164,164,0,2046,15
165,165,0,2046,0
166,166,0,2046,0
167,167,0,2047,17
168,168,0,2046,111
169,169,0,2047,248
170,170,0,2046,426
171,171,0,2047,641
172,172,0,2046,888
173,173,0,2047,1160
174,174,0,2046,1453
175,175,0,2047,1759
176,176,0,2046,2071
177,177,0,2047,2381
178,178,0,2046,2685
179,179,0,2046,2972
180,180,0,2047,3240
181,181,0,2047,3479
182,182,0,2047,3687
183,183,0,2047,3856
184,184,0,2046,3984
185,185,0,2047,4068
186,186,0,2047,4095
187,187,0,2046,4095
188,188,0,2047,4043
189,189,0,2046,3942
190,190,0,2047,3799
191,191,0,2046,3617
192,192,0,2047,3397
193,193,0,2046,3147
194,194,0,2047,2872
195,195,0,2047,2578
196,196,0,2046,2272
197,197,0,2046,1959
198,198,0,2046,1649
199,199,0,2046,1348
200,200,0,2046,1060
201,201,0,2047,797
202,202,0,2046,561
203,203,0,2046,358
204,204,0,2046,194
205,205,0,2046,72
206,206,0,2047,0
207,207,0,2047,0
208,208,0,2047,0
209,209,0,2047,42
210,210,0,2047,151
211,211,0,2046,303
212,212,0,2047,494
213,213,0,2047,720
214,214,0,2046,976
215,215,0,2047,1256
216,216,0,2047,1554
217,217,0,2047,1862
218,218,0,2047,2174
219,219,0,2047,2484
220,220,0,2047,2783
221,221,0,2047,3065
222,222,0,2047,3323
223,223,0,2047,3551
224,224,0,2048,3747
225,225,0,2047,3904
226,226,0,2046,4018
227,227,0,2047,4087
228,228,0,2047,4095
229,229,0,2047,4085
230,230,0,2046,4014
231,231,0,2047,3900
232,232,0,2046,3742
233,233,0,2046,3547
234,234,0,2046,3317
235,235,0,2046,3058
236,236,0,2047,2775
237,237,0,2047,2477
238,238,0,2047,2168
239,239,0,2046,1855
240,240,0,2046,1546
241,241,0,2047,1249
242,242,0,2047,971
243,243,0,2046,715
244,244,0,2046,489
245,245,0,2047,299
246,246,0,2047,148
247,247,0,2047,41
248,248,0,2046,0
249,249,0,2047,0
250,250,0,2046,0
251,251,0,2046,73
252,252,0,2046,197
253,253,0,2046,363
254,254,0,2046,566
255,255,0,2047,803
256,256,0,2046,1067
257,257,0,2046,1353
258,258,0,2047,1655
259,259,0,2047,1966
260,260,0,2046,2279
261,261,0,2047,2584
262,262,0,2046,2879
263,263,0,2047,3154
264,264,0,2046,3402
265,265,0,2047,3621
266,266,0,2046,3803
267,267,0,2047,3947
268,268,0,2047,4046
269,269,0,2046,4095
270,270,0,2047,4095
271,271,0,2046,4066
272,272,0,2046,3982
273,273,0,2047,3852
274,274,0,2047,3682
275,275,0,2047,3474
276,276,0,2046,3234
277,277,0,2047,2966
278,278,0,2047,2678
279,279,0,2047,2375
280,280,0,2046,2063
281,281,0,2046,1752
282,282,0,2047,1447
283,283,0,2047,1154
284,284,0,2047,883
285,285,0,2047,636
286,286,0,2047,422
287,287,0,2047,244
288,288,0,2046,107
289,289,0,2047,15
290,290,0,2046,0
291,291,0,2046,0
292,292,0,2046,17
293,293,0,2047,110
294,294,0,2047,248
295,295,0,2046,426
296,296,0,2046,641
297,297,0,2046,888
298,298,0,2047,1160
299,299,0,2047,1453
300,300,0,2047,1759
301,301,0,2047,2070
302,302,0,2046,2382
303,303,0,2046,2684
304,304,0,2046,2972
305,305,0,2046,3240
