Sample in Buffer,Sample in Window,TRIGGER,adc1_data_a_d0[11:0],adc1_data_b_d0[11:0]
0,0,0,2047,3618
1,1,0,2046,2473
2,2,0,2046,377
3,3,0,2046,1921
4,4,0,2047,3724
5,5,0,2047,1835
6,6,0,2047,393
7,7,0,2047,2557
8,8,0,2046,3586
9,9,0,2046,1227
10,10,0,2046,646
11,11,0,2046,3116
12,12,0,2046,3225
13,13,0,2046,736
14,14,0,2047,1100
15,15,0,2047,3522
16,16,0,2046,2694
17,17,0,2046,431
18,18,0,2046,1691
19,19,0,2046,3713
20,20,0,2047,2068
21,21,0,2047,359
22,22,0,2046,2330
23,23,0,2046,3663
24,24,0,2046,1438
25,25,0,2047,528
26,26,0,2046,2927
27,27,0,2047,3379
28,28,0,2046,894
29,29,0,2046,918
30,30,0,2047,3397
31,31,0,2047,2902
32,32,0,2047,515
33,33,0,2046,1466
34,34,0,2047,3671
35,35,0,2046,2300
36,36,0,2046,357
37,37,0,2046,2099
38,38,0,2046,3709
39,39,0,2046,1661
40,40,0,2046,441
41,41,0,2046,2722
42,42,0,2047,3507
43,43,0,2046,1076
44,44,0,2046,754
45,45,0,2046,3247
46,46,0,2046,3093
47,47,0,2046,629
48,48,0,2047,1253
49,49,0,2047,3597
50,50,0,2047,2528
51,51,0,2046,387
52,52,0,2046,1865
53,53,0,2046,3724
54,54,0,2046,1890
55,55,0,2047,382
56,56,0,2046,2502
57,57,0,2046,3607
58,58,0,2046,1275
59,59,0,2047,616
60,60,0,2046,3073
61,61,0,2047,3265
62,62,0,2047,772
63,63,0,2047,1055
64,64,0,2046,3494
65,65,0,2046,2744
66,66,0,2046,448
67,67,0,2047,1636
68,68,0,2046,3706
69,69,0,2047,2123
70,70,0,2046,355
71,71,0,2047,2275
72,72,0,2046,3677
73,73,0,2047,1490
74,74,0,2047,505
75,75,0,2046,2880
76,76,0,2046,3411
77,77,0,2047,935
78,78,0,2046,875
79,79,0,2046,3363
80,80,0,2046,2948
81,81,0,2046,540
82,82,0,2046,1414
83,83,0,2047,3656
84,84,0,2046,2355
85,85,0,2046,360
86,86,0,2047,2043
87,87,0,2046,3715
88,88,0,2047,1714
89,89,0,2046,424
90,90,0,2047,2670
91,91,0,2047,3534
92,92,0,2046,1122
93,93,0,2047,718
94,94,0,2047,3207
